args,atts,data,datetime,dims,lat,lon,now,request_time,request_type,sizes,status,vars
{},"{""description"":""TEMP at 2 M"",""units"":""°C""}","[14.7,14.8,14.6,15,15.4,15.4,15.4,15.4,15.4,15.4,15.3,15.3,15.4,15.1,15.1,15.2,15.2,15.2,15,15.1,15.1,15.1,15.1,14.9,15,15,15,14.9,4.8,4.8,4.9,5,4.9,5,5,4.9,4.9,4.7,4.7,4.8,4.9,4.9,4.9,5,5.1,5,5.1,5.2,5.1,5,5,5,5,5.1,5.1,4.9,5.1,4.9,5,5.1,5.2,5.1,5.1,3.3,3.5,2.9,3.2,3.7,3.5,3.4,3.7,3.8,3.6,3.3,3.7,3.8,3.8,3.8,3.6,2.4,1.9,2.1,2.2,2,1.9,1,1.4,1.1,0.4,0.4,0.2,0,0.1,0.2,0.1,0.4,1,1.2,1.6,1.9,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.6,1.6,1.5,1.3,1.4,1.5,1.4,1.1,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,2]","[""2019-12-12T13:00:00+00:00"",""2019-12-12T14:00:00+00:00"",""2019-12-12T15:00:00+00:00"",""2019-12-12T16:00:00+00:00"",""2019-12-12T17:00:00+00:00"",""2019-12-12T18:00:00+00:00"",""2019-12-12T19:00:00+00:00"",""2019-12-12T20:00:00+00:00"",""2019-12-12T21:00:00+00:00"",""2019-12-12T22:00:00+00:00"",""2019-12-12T23:00:00+00:00"",""2019-12-13T00:00:00+00:00"",""2019-12-13T01:00:00+00:00"",""2019-12-13T02:00:00+00:00"",""2019-12-13T03:00:00+00:00"",""2019-12-13T04:00:00+00:00"",""2019-12-13T05:00:00+00:00"",""2019-12-13T06:00:00+00:00"",""2019-12-13T07:00:00+00:00"",""2019-12-13T08:00:00+00:00"",""2019-12-13T09:00:00+00:00"",""2019-12-13T10:00:00+00:00"",""2019-12-13T11:00:00+00:00"",""2019-12-13T12:00:00+00:00"",""2019-12-13T13:00:00+00:00"",""2019-12-13T14:00:00+00:00"",""2019-12-13T15:00:00+00:00"",""2019-12-13T16:00:00+00:00"",""2019-12-13T17:00:00+00:00"",""2019-12-13T18:00:00+00:00"",""2019-12-13T19:00:00+00:00"",""2019-12-13T20:00:00+00:00"",""2019-12-13T21:00:00+00:00"",""2019-12-13T22:00:00+00:00"",""2019-12-13T23:00:00+00:00"",""2019-12-14T00:00:00+00:00"",""2019-12-14T01:00:00+00:00"",""2019-12-14T02:00:00+00:00"",""2019-12-14T03:00:00+00:00"",""2019-12-14T04:00:00+00:00"",""2019-12-14T05:00:00+00:00"",""2019-12-14T06:00:00+00:00"",""2019-12-14T07:00:00+00:00"",""2019-12-14T08:00:00+00:00"",""2019-12-14T09:00:00+00:00"",""2019-12-14T10:00:00+00:00"",""2019-12-14T11:00:00+00:00"",""2019-12-14T12:00:00+00:00"",""2019-12-14T13:00:00+00:00"",""2019-12-14T14:00:00+00:00"",""2019-12-14T15:00:00+00:00"",""2019-12-14T16:00:00+00:00"",""2019-12-14T17:00:00+00:00"",""2019-12-14T18:00:00+00:00"",""2019-12-14T19:00:00+00:00"",""2019-12-14T20:00:00+00:00"",""2019-12-14T21:00:00+00:00"",""2019-12-14T22:00:00+00:00"",""2019-12-14T23:00:00+00:00"",""2019-12-15T00:00:00+00:00"",""2019-12-15T01:00:00+00:00"",""2019-12-15T02:00:00+00:00"",""2019-12-15T03:00:00+00:00"",""2019-12-15T04:00:00+00:00"",""2019-12-15T05:00:00+00:00"",""2019-12-15T06:00:00+00:00"",""2019-12-15T07:00:00+00:00"",""2019-12-15T08:00:00+00:00"",""2019-12-15T09:00:00+00:00"",""2019-12-15T10:00:00+00:00"",""2019-12-15T11:00:00+00:00"",""2019-12-15T12:00:00+00:00"",""2019-12-15T13:00:00+00:00"",""2019-12-15T14:00:00+00:00"",""2019-12-15T15:00:00+00:00"",""2019-12-15T16:00:00+00:00"",""2019-12-15T17:00:00+00:00"",""2019-12-15T18:00:00+00:00"",""2019-12-15T19:00:00+00:00"",""2019-12-15T20:00:00+00:00"",""2019-12-15T21:00:00+00:00"",""2019-12-15T22:00:00+00:00"",""2019-12-15T23:00:00+00:00"",""2019-12-16T00:00:00+00:00"",""2019-12-16T01:00:00+00:00"",""2019-12-16T02:00:00+00:00"",""2019-12-16T03:00:00+00:00"",""2019-12-16T04:00:00+00:00"",""2019-12-16T05:00:00+00:00"",""2019-12-16T06:00:00+00:00"",""2019-12-16T07:00:00+00:00"",""2019-12-16T08:00:00+00:00"",""2019-12-16T09:00:00+00:00"",""2019-12-16T10:00:00+00:00"",""2019-12-16T11:00:00+00:00"",""2019-12-16T12:00:00+00:00"",""2019-12-16T13:00:00+00:00"",""2019-12-16T14:00:00+00:00"",""2019-12-16T15:00:00+00:00"",""2019-12-16T16:00:00+00:00"",""2019-12-16T17:00:00+00:00"",""2019-12-16T18:00:00+00:00"",""2019-12-16T19:00:00+00:00"",""2019-12-16T20:00:00+00:00"",""2019-12-16T21:00:00+00:00"",""2019-12-16T22:00:00+00:00"",""2019-12-16T23:00:00+00:00"",""2019-12-17T00:00:00+00:00"",""2019-12-17T01:00:00+00:00"",""2019-12-17T02:00:00+00:00"",""2019-12-17T03:00:00+00:00"",""2019-12-17T04:00:00+00:00"",""2019-12-17T05:00:00+00:00"",""2019-12-17T06:00:00+00:00"",""2019-12-17T07:00:00+00:00"",""2019-12-17T08:00:00+00:00"",""2019-12-17T09:00:00+00:00"",""2019-12-17T10:00:00+00:00"",""2019-12-17T11:00:00+00:00"",""2019-12-17T12:00:00+00:00"",""2019-12-17T13:00:00+00:00"",""2019-12-17T14:00:00+00:00"",""2019-12-17T15:00:00+00:00"",""2019-12-17T16:00:00+00:00"",""2019-12-17T17:00:00+00:00"",""2019-12-17T18:00:00+00:00""]","[""Time"",""south_north"",""west_east""]",41.51,-9.24,2020-11-19T15:53:17,0.35ms,GET,"[126,1,1]",success,temp
